date,情绪分,标签,有效因子数,f_指数多头,f_科技共振,f_量能,f_宽度,f_涨跌停,fwd1,fwd5,fwd20
2025-05-22,79.02,分化,4,1.0,,0.553,1.0,0.6076,-0.008071560769940644,-0.014094839395461078,-0.017175042645184657
2025-05-23,68.34,分化,4,0.5,,0.6734,1.0,0.5604,-0.005709900802728041,-0.010829168399006162,-0.006277892640295546
2025-05-26,75.14,分化,4,0.5,,0.5716,1.0,0.9341,-0.0053650848563330245,-0.0020968332300242976,0.011379866779330339
2025-05-27,73.89,分化,4,0.5,,0.5061,1.0,0.9495,-0.0008231240693037378,0.007643387949810565,0.03142923306522438
2025-05-28,70.17,分化,4,0.5,,0.4873,1.0,0.8193,0.005855530391425834,0.010770738176055117,0.028617343361981185
2025-05-29,75.7,分化,4,0.5,,0.6512,1.0,0.8768,-0.004785938517424926,0.003960997432347568,0.016341773983039598
2025-05-30,65.36,分化,4,0.5,,0.5649,1.0,0.5495,0.0030676269245482057,0.011721582571970979,0.024958594301704107
2025-06-03,62.62,分化,4,0.0,,0.6534,1.0,0.8515,0.004343235940006185,0.003492330126533494,0.023558930633847508
2025-06-04,63.52,分化,4,0.0,,0.5844,1.0,0.9565,0.002277949253231437,0.006690105977318783,0.019371150251416225
2025-06-05,62.23,分化,4,0.0,,0.6542,1.0,0.8351,-0.0009210957304880418,0.003776477021335989,0.023342514460849673
2025-06-06,73.71,分化,4,0.5,,0.5538,1.0,0.8947,0.0029070330980449643,-0.0025301859137728533,0.02793488491602214
2025-06-09,80.28,牛市共振,4,0.5,,0.7515,1.0,0.9596,-0.005091235023245155,-0.002947252321918725,0.020572365831465156
2025-06-10,78.74,分化,4,0.5,,0.6964,1.0,0.9531,0.007543723327272378,0.0012711018585809253,0.034404009121592916
