date,指数多头,量能,宽度,涨跌停,fwd1,fwd5
2018-09-05,0.0,0.8,0.2243,0.5349,-0.0027590870353580987,-0.015318088498385896
2018-09-06,0.0,0.8,0.2231,0.7778,0.0025530480598368044,-0.0038433359994148875
2018-09-07,0.0,0.8,0.2527,0.9459,-0.01894804249848947,-0.01634520181944832
2018-09-10,0.0,0.8001,0.1637,0.2716,0.0028121515740180403,-0.013669604239416988
2018-09-11,0.0,0.8,0.191,0.5667,0.0010987386167320423,0.0009315808949428295
2018-09-12,0.0,0.8001,0.2028,0.6364,0.008862018749622447,0.010963808133032993
2018-09-13,0.0,0.8,0.2869,0.7273,-0.01002909302023558,-0.0002528050093815182
2018-09-14,0.0,0.8,0.2331,0.28,-0.016279524794685973,0.022893943365047242
2018-09-17,0.0,0.8001,0.1583,0.2429,0.017657325101116728,0.036592356599158826
2018-09-18,0.0,0.8001,0.273,0.871,0.01113264125829816,0.023019380564373915
2018-09-19,0.0,0.8001,0.3895,0.8857,-0.0023312751025951206,-0.00618265750350655
2018-09-20,0.0,0.8,0.3777,0.8529,0.012891308854040995,0.005833447208386966
2018-09-21,0.5,0.8001,0.5492,0.8611,-0.003105715658727637,-0.04001993708964391
2018-09-25,0.5,0.8001,0.5234,0.6538,0.004332281367881885,-0.033629784611822755
2018-09-26,0.5,0.8001,0.5827,0.8235,-0.017730090418800803,-0.0341115495194142
2018-09-27,0.5,0.8,0.3747,0.1948,0.009731396128351832,-0.090141125798617
2018-09-28,0.5,0.8,0.5018,0.8065,-0.033283825375112874,-0.10639104729106186
2018-10-08,0.5,0.8,0.2134,0.1042,0.0035301580717084224,-0.08676125083509745
2018-10-09,0.5,0.8,0.2363,0.6829,0.003831591217234198,-0.10742019231393019
2018-10-10,0.5,0.8,0.2895,0.6591,-0.07470992778849062,-0.10263576128581231
2018-10-11,0.0,0.8,0.0701,0.0108,-0.008302231262428239,-0.05999146716169845
2018-10-12,0.0,0.8,0.0967,0.4426,-0.012048091689759066,-0.03169784664485453
2018-10-15,0.0,0.8001,0.0807,0.2951,-0.019171321499548477,0.028474027209596242
2018-10-16,0.0,0.8001,0.0601,0.1951,0.009212357139415817,0.03493897269650903
2018-10-17,0.0,0.8,0.0698,0.5625,-0.03073854996085501,0.02705257172205755
2018-10-18,0.0,0.8,0.0368,0.0735,0.021547200264900424,0.05291439068608095
2018-10-19,0.0,0.8001,0.0664,0.7674,0.049344849960866854,0.03595259971041287
2018-10-22,0.0,0.8,0.1978,0.9903,-0.013005872717423927,-0.026210704882994706
2018-10-23,0.0,0.8001,0.1548,0.6842,0.0015219971020161704,-0.0010960336994995101
2018-10-24,0.0,0.8,0.1635,0.7708,-0.006331947183268238,0.012850110364545309
2018-10-25,0.5,0.8,0.1614,0.8421,0.005090715069193674,0.024850111800744923
2018-10-26,0.5,0.8001,0.1879,0.9153,-0.013622069133573778,0.04810390949807619
2018-10-29,0.5,0.8,0.1607,0.3158,0.012449359837545027,0.07113205567826841
2018-10-30,0.5,0.8,0.2522,0.9032,0.01550469266245491,0.05558531404292055
2018-10-31,0.5,0.8,0.4318,0.9028,0.005440789906738797,0.0371211028127123
2018-11-01,0.5,0.8,0.542,0.8537,0.02789617304452463,0.02997965407259895
2018-11-02,0.5,0.8,0.8491,0.9535,0.008049880541516341,0.0006354722164685356
2018-11-05,1.0,0.8,0.8879,0.9753,-0.002245643017448895,0.02164724203093127
2018-11-06,1.0,0.8,0.8707,0.8451,-0.002258431645112746,0.043729225214774514
2018-11-07,1.0,0.8001,0.878,0.8269,-0.0014825133052630557,0.04604266781205868
2018-11-08,1.0,0.8,0.8515,0.8871,-0.0013886503126878669,0.06857424547844682
2018-11-09,1.0,0.8001,0.822,0.8621,0.0292173412597716,0.08113603607994668
2018-11-12,1.0,0.8,0.9039,0.9926,0.019319917017438293,0.055989698407528765
2018-11-13,1.0,0.8,0.9319,0.9895,-4.69214281419994e-05,0.008099594905615737
2018-11-14,1.0,0.8,0.922,0.8462,0.020025380201382337,0.016814957679495812
2018-11-15,1.0,0.8001,0.9425,0.9121,0.010350680594952033,-0.0014700372286362562
2018-11-16,1.0,0.8001,0.9449,0.9684,0.0052785898557692335,-0.05507754625955841
2018-11-19,1.0,0.8,0.9494,0.9065,-0.026907178191105663,-0.06252400707944683
2018-11-20,1.0,0.8,0.879,0.1611,0.008598011950119888,-0.028872368360658984
2018-11-21,1.0,0.8,0.8619,0.9538,0.0016826534915865832,-0.02542995049881125
2018-11-22,1.0,0.8,0.8502,0.9107,-0.04389144057692307,-0.050970126328027
2018-11-23,1.0,0.8,0.401,0.0482,-0.0026435074579326256,-0.00019961634341358891
2018-11-26,0.5,0.8,0.3523,0.4483,0.00802296223557697,0.034537544625223626
2018-11-27,0.5,0.8,0.3968,0.9189,0.012173253451486898,0.03521888482710245
2018-11-28,0.5,0.8001,0.5003,0.8824,-0.024568051738216745,0.015021114368869215
2018-11-29,0.5,0.8001,0.2326,0.1159,0.007257759789915941,0.022491440114977834
2018-11-30,0.5,0.8001,0.2674,0.7632,0.03200874272208876,0.016778120369018046
2018-12-03,0.5,0.8,0.6182,0.989,0.008686840093037329,-0.027069716337588257
2018-12-04,0.0,0.8,0.6941,0.9773,-0.007574882268226779,-0.02647784492229177
2018-12-05,0.5,0.8001,0.5627,0.551,-0.01738909329732985,-0.018079394035490526
2018-12-06,0.5,0.8,0.3139,0.3793,0.0016295604500449201,0.008437496741832362
2018-12-07,0.5,0.8,0.3181,0.6562,-0.012495903792379193,-0.018669818220080514
2018-12-10,0.5,0.8,0.224,0.5116,0.00930046361536152,-0.005257511793095082
2018-12-11,0.0,0.8,0.2862,0.8409,0.000986642055205822,-0.020707959370803164
2018-12-12,0.0,0.8,0.3006,0.8519,0.009146439139172235,-0.033653477849869384
2018-12-13,0.0,0.8001,0.4207,0.9545,-0.025294753707258533,-0.03740069167027971
2018-12-14,0.0,0.8,0.2311,0.1071,0.001000784460107651,-0.019107669774980907
2018-12-17,0.0,0.8,0.2458,0.8333,-0.006376100005998642,-0.010532671800749571
2018-12-18,0.0,0.8,0.2136,0.7778,-0.012245663053389255,-0.015069645939238985
2018-12-19,0.0,0.8,0.1617,0.5882,0.005233259553089287,-0.004213608735072705
2018-12-20,0.0,0.8,0.189,0.7297,-0.006771673275344892,-0.02492525619743513
2018-12-21,0.0,0.8,0.1611,0.4643,0.009751571304348117,-0.017514481553228767
2018-12-24,0.0,0.8001,0.2344,0.7692,-0.010932133145427292,-0.02955822411857889
2018-12-25,0.0,0.8,0.1962,0.7297,-0.001358499523238299,-0.02444831387328894
2018-12-26,0.0,0.8,0.2113,0.641,-0.015674876038980656,0.0015521769145507847
2018-12-27,0.0,0.8,0.1501,0.1711,0.0007770724453102229,0.03816452840404527
2018-12-28,0.0,0.8001,0.1564,0.5385,-0.002626410611327623,0.03651912753707598
2019-01-02,0.0,0.8,0.1528,0.5849,-0.0057241462762132045,0.04262183779129036
2019-01-03,0.0,0.8001,0.1401,0.4444,0.025257383061713545,0.047229140111961554
2019-01-04,0.0,0.8,0.2934,0.9747,0.020307730008987335,0.030789250307310834
2019-01-07,0.0,0.8,0.5239,1.0,-0.0008090725419163114,0.004266708064742941
2019-01-08,0.5,0.8001,0.5539,0.8913,0.0032458225868263746,0.016901440599696782
2019-01-09,0.5,0.8,0.6031,0.9444,-0.0013304828383233769,0.012101759783344823
2019-01-10,0.5,0.8,0.595,0.8571,0.009162416111942573,0.0035538357783040375
2019-01-11,0.5,0.8001,0.6992,0.9245,-0.005945119311583369,0.0008385608836301017
2019-01-14,1.0,0.8,0.6551,0.6875,0.011761801328943333,0.013336144418677254
2019-01-15,1.0,0.8,0.7594,0.913,-0.001489404974573727,-0.007555199308337257
2019-01-16,1.0,0.8001,0.7783,0.8182,-0.009764961937219652,-0.003691683042521765
2019-01-17,1.0,0.8001,0.6437,0.6136,0.006431966309025761,0.010902924869579778
2019-01-18,1.0,0.8001,0.719,0.7632,0.0064677556468479835,-0.003146354863023948
2019-01-21,1.0,0.8001,0.772,0.8367,-0.009097085110513659,-0.016710235624767478
2019-01-22,1.0,0.8001,0.636,0.697,0.0023977249925350996,-0.026874886767022987
2019-01-23,1.0,0.8001,0.6228,0.8222,0.004740680418035437,-0.04319049845619494
2019-01-24,1.0,0.8,0.6783,0.814,-0.007555177143283687,-0.06475443359491528
2019-01-25,1.0,0.8001,0.558,0.5,-0.007226941357803662,-0.03135843305351049
2019-01-28,0.5,0.8001,0.4336,0.3878,-0.01934043636933158,0.0022229874240835557
2019-01-29,0.5,0.8001,0.2802,0.3065,-0.014408677202505271,0.036642398881873595
2019-01-30,0.5,0.8001,0.2118,0.1845,-0.01790349569937355,0.07071775698387572
2019-01-31,0.0,0.8,0.1839,0.084,0.027883309850924354,0.0959667226554457
2019-02-01,0.0,0.8001,0.2834,0.92,0.027191083491353574,0.06525042916651858
2019-02-11,0.0,0.8,0.4704,0.9697,0.014338420974955302,0.07225828616213814
2019-02-12,0.0,0.8,0.6,1.0,0.017988586601073164,0.060878338264728216
2019-02-13,0.5,0.8,0.7692,1.0,0.005255661568276615,0.04485391728739718
2019-02-14,0.5,0.8,0.8043,0.975,-0.0009248325543964597,0.036322470611309665
2019-02-15,0.5,0.8001,0.8043,0.898,0.03394856325685347,0.06009440705526892
2019-02-18,0.5,0.8001,0.956,0.992,0.0035731804261027733,0.07684190890314113
2019-02-19,1.0,0.8,0.9641,1.0,0.002612009407032101,0.07220259948594787
2019-02-20,1.0,0.8,0.9671,0.9787,-0.002952457222884508,0.06803070583584736
2019-02-21,1.0,0.8,0.9534,0.9636,0.02199269751637911,0.07661984948930156
2019-02-22,1.0,0.8001,0.9653,0.9925,0.05028300984812395,0.06052730287487518
2019-02-25,1.0,0.8,0.9943,1.0,-0.0007504686335219057,0.027933051871809722
2019-02-26,1.0,0.8001,0.9893,0.75,-0.0012891102857994774,0.055815576613719164
2019-02-27,1.0,0.8,0.9836,0.8118,0.005065837127121275,0.08029301878456097
2019-02-28,1.0,0.8,0.9872,0.6623,0.006716678657738173,0.09317844041119927
2019-03-01,1.0,0.8001,0.9875,1.0,0.018003606994047683,0.03646422216652723
2019-03-04,1.0,0.8,0.9931,1.0,0.02635402005952381,0.06149978047915994
2019-03-05,1.0,0.8,0.9931,1.0,0.021864448526785818,0.054012604119104246
2019-03-06,1.0,0.8,0.9946,1.0,0.017053970761904846,0.012384465613501483
2019-03-07,1.0,0.8,0.9905,1.0,-0.04551189383630949,-0.03201724071898093
2019-03-08,1.0,0.8,0.9103,0.1066,0.04259325333234165,0.03068211624484718
2019-03-11,1.0,0.8001,0.9666,0.9825,0.019114740601011704,0.012105306206951605
2019-03-12,1.0,0.8,0.9747,1.0,-0.01849400129723311,-0.0023451207358824444
2019-03-13,1.0,0.8,0.9407,0.6374,-0.02755253325698992,0.017690239881974712
2019-03-14,1.0,0.8001,0.8221,0.2407,0.01631337103776387,0.05858267674904072
2019-03-15,1.0,0.8001,0.8701,0.9429,0.023801759322033877,0.04756730120053132
2019-03-18,1.0,0.8,0.9413,0.9922,0.004564235811533868,0.014579497206914871
2019-03-19,1.0,0.8001,0.9365,0.9867,0.0012170501307966486,-0.01574041993413211
2019-03-20,1.0,0.8,0.9008,1.0,0.01152197594233062,-0.009590320152419785
2019-03-21,1.0,0.8,0.913,0.9789,0.005737840469539401,-0.03352942762674305
2019-03-22,1.0,0.8001,0.8758,0.981,-0.008437669806892423,-0.013236043889839233
2019-03-25,1.0,0.8001,0.7624,0.6231,-0.025456383052256393,0.03085342959508286
2019-03-26,1.0,0.8001,0.4748,0.25,0.007473107868171125,0.06451345366826544
2019-03-27,1.0,0.8,0.4689,0.8991,-0.012927435031166556,0.06904745967484427
2019-03-28,1.0,0.8001,0.367,0.3273,0.0268557353323442,0.08790825469965213
2019-03-29,0.5,0.8001,0.5432,0.9459,0.03586619921364975,0.05665899541272679
2019-04-01,0.5,0.8,0.8315,0.9944,0.006364980358943839,0.02471973086767787
2019-04-02,1.0,0.8001,0.8408,0.9765,0.011764166010086008,0.017650794817754445
2019-04-03,1.0,0.8,0.8762,0.9623,0.004487108312073662,-0.011429586153694937
2019-04-04,1.0,0.8,0.8702,0.913,-0.002639841142094368,-0.01578350018175756
2019-04-08,1.0,0.8,0.7688,0.9185,0.00455543129931768,-0.02049695239526128
2019-04-09,1.0,0.8,0.8158,0.9341,-0.0005773371106495562,-0.00545406568852469
2019-04-10,1.0,0.8,0.7917,0.8929,-0.017147998703648915,0.003876934733544779
2019-04-11,1.0,0.8,0.641,0.4178,6.309313760377577e-05,0.015488088115735765
2019-04-12,1.0,0.8001,0.5899,0.7143,-0.007416238864848879,0.023050593834214483
2019-04-15,0.5,0.8001,0.499,0.4795,0.019983064302222298,0.018438135264986943
2019-04-16,0.5,0.8001,0.6329,0.9174,0.008799417614814509,-0.019283362411562588
2019-04-17,0.5,0.8,0.6882,0.9462,-0.005780026251851811,-0.01836557715622289
2019-04-18,0.5,0.8,0.6091,0.5949,0.007510726398104017,-0.05171022451440388
2019-04-19,1.0,0.8001,0.6475,0.9,-0.011891336677524511,-0.07019412421221316
2019-04-22,1.0,0.8001,0.5178,0.5109,-0.01779565534498062,-0.09225713155076387
2019-04-23,1.0,0.8,0.3444,0.2713,0.009743483612673964,-0.06571126995624221
2019-04-24,1.0,0.8,0.3789,0.8046,-0.039552185876258084,-0.14298919548956368
2019-04-25,0.5,0.8001,0.1745,0.0641,-0.012127497795205722,-0.0938432605856172
2019-04-26,0.0,0.8001,0.1347,0.252,-0.03533778852071001,-0.08363623724092961
2019-04-29,0.0,0.8001,0.0902,0.0635,0.0109277436449704,-0.0573046031294735
2019-04-30,0.0,0.8,0.1012,0.5441,-0.07377553917455615,-0.03448391204243295
2019-05-06,0.0,0.8,0.0424,0.0237,0.015525422834319347,0.03716251494644429
2019-05-07,0.0,0.8,0.0632,0.6691,-0.0010000214404023433,0.013986613863967712
2019-05-08,0.0,0.8001,0.0638,0.4851,-0.0076183026286220645,0.037321127632012896
2019-05-09,0.0,0.8001,0.0501,0.3469,0.03540019765888269,0.05363906734478929
2019-05-10,0.0,0.8001,0.0955,0.9313,-0.005044759816730693,-0.018245601960437452
2019-05-13,0.0,0.8,0.1056,0.5641,-0.007166986896245953,-0.016452038098529798
2019-05-14,0.0,0.8,0.1032,0.5455,0.02198961021276591,0.008266731645385494
2019-05-15,0.0,0.8001,0.158,0.9333,0.00799270179267575,-0.018301957913558375
2019-05-16,0.5,0.8001,0.1973,0.9221,-0.035240122270445706,-0.0471890679629946
2019-05-17,0.5,0.8001,0.1286,0.1923,-0.003227079379982234,-0.018425711778884968
2019-05-20,0.5,0.8,0.1333,0.2743,0.01778513704250284,0.01196736650107133
2019-05-21,0.5,0.8001,0.2011,0.8421,-0.004940688917404068,-0.0038506387205027304
2019-05-22,0.5,0.8001,0.2159,0.5581,-0.02166814589917454,0.006019554462515009
2019-05-23,0.0,0.8001,0.1472,0.2157,-0.00611605257075476,0.022921024482818186
2019-05-24,0.0,0.8,0.1288,0.3623,0.0276366033461084,0.030802157801858687
2019-05-27,0.0,0.8,0.3132,0.9159,0.0018761945754717235,-0.010783666727056773
2019-05-28,0.0,0.8,0.3717,0.9333,0.004918703670401037,-0.027861681678804207
2019-05-29,0.0,0.8,0.4604,0.85,-0.005231838643867781,-0.03092963583927788
2019-05-30,0.5,0.8,0.4189,0.7143,0.001541363501325943,-0.049138861175892834
2019-05-31,0.5,0.8001,0.4479,0.8667,-0.013821512687886783,-0.039567879056485955
2019-06-03,0.5,0.8,0.3441,0.2935,-0.015420382578838931,0.009143946817403492
2019-06-04,0.5,0.8,0.2387,0.3288,0.00174729847037991,0.021205716759931992
2019-06-05,0.0,0.8,0.2546,0.697,-0.02392393601649956,0.026273370673084884
2019-06-06,0.0,0.8001,0.151,0.1828,0.01162247218326451,0.028723197807264178
2019-06-10,0.0,0.8,0.2001,0.7024,0.03619613427224522,0.01825569263351845
2019-06-11,0.0,0.8,0.4694,0.9609,-0.0036522172215674997,-0.01751880536909789
2019-06-12,0.0,0.8,0.4353,0.8393,0.006718391496759013,0.0005127297325369096
2019-06-13,0.0,0.8,0.5337,0.9571,-0.02159393536082488,0.009253368197756684
2019-06-14,0.5,0.8001,0.3248,0.1566,0.0013289709926362914,0.051102605534158574
2019-06-17,0.5,0.8,0.3457,0.6981,-0.00020866739399305612,0.049198818150663515
2019-06-18,0.5,0.8001,0.343,0.7209,0.014633812187224038,0.03962700968641575
2019-06-19,0.5,0.8001,0.5251,0.9672,0.015513243610947525,0.024805060487833597
2019-06-20,0.5,0.8001,0.7193,0.9016,0.018976201832352935,0.015918854323671905
2019-06-21,1.0,0.8001,0.8582,0.9855,-0.00048466494705867724,-0.01575848314124606
2019-06-24,1.0,0.8,0.8361,0.8704,-0.009329732891176445,0.013074288869130424
2019-06-25,1.0,0.8,0.7297,0.7179,0.00016819069097318007,0.02301249865885535
2019-06-26,1.0,0.8001,0.7391,0.625,0.006707607892416201,0.013239750570322562
2019-06-27,1.0,0.8001,0.7916,0.88,-0.012796466699970588,0.0034998383146476186
2019-06-28,1.0,0.8001,0.603,0.8,0.028795544516603044,0.020880137757415707
2019-07-01,1.0,0.8,0.8724,0.9903,0.0003886945283573251,-0.041356516461922954
2019-07-02,1.0,0.8,0.8653,0.8571,-0.009386327740229183,-0.03807791092638624
2019-07-03,1.0,0.8,0.7636,0.6667,-0.0029695132059947005,-0.03494800453115798
2019-07-04,1.0,0.8,0.7183,0.6923,0.004301585900146954,-0.03141049431798515
2019-07-05,1.0,0.8001,0.7195,0.8605,-0.03392366237004396,-0.03234305272701299
2019-07-08,1.0,0.8,0.2837,0.0949,0.003810070637298324,0.01115853404020073
2019-07-09,0.5,0.8,0.2955,0.8049,-0.006163064543318608,0.010685511763754096
2019-07-10,0.5,0.8,0.2711,0.6875,0.0006852178825256239,0.01745613873761509
2019-07-11,0.5,0.8,0.2695,0.9,0.0033346438843218085,-0.0013148695915982112
2019-07-12,0.5,0.8001,0.291,0.7907,0.009506867161725774,0.0008650154662508402
2019-07-15,0.0,0.8001,0.3463,0.8056,0.0033404859888497285,-0.026201030411914128
2019-07-16,0.0,0.8001,0.3597,0.9062,0.0004946930721831944,-0.01739207604628512
2019-07-17,0.0,0.8,0.3561,0.75,-0.01777638438673712,-0.0047148239433608685
2019-07-18,0.5,0.8,0.2176,0.2182,0.005524677691405078,0.016992352640342823
2019-07-19,0.5,0.8001,0.2629,0.5833,-0.017792877317996503,0.012340353654105574
2019-07-22,0.5,0.8015,0.1438,0.0859,0.0124166719679768,0.03148082384321027
2019-07-23,0.0,0.8001,0.1964,0.9167,0.013402713802037836,0.024205357389051496
2019-07-24,0.0,0.8,0.2745,1.0,0.00364591947322479,0.004962841727840228
2019-07-25,0.0,0.8001,0.305,0.9643,0.0009251349621872684,-0.0012162682815907155
2019-07-26,0.0,0.8001,0.3241,0.9118,0.0007778593748182239,-0.017027587589477755
2019-07-29,0.5,0.8001,0.3341,0.96,0.00527567296511644,-0.02768040064808286
2019-07-30,0.5,0.8001,0.4199,0.9032,-0.005636844476744174,-0.05975120713985593
2019-07-31,0.5,0.8,0.3691,0.6562,-0.0025250933139535636,-0.057087096876695886
2019-08-01,1.0,0.8,0.3424,0.9375,-0.014920083987212895,-0.04787959115589646
2019-08-02,1.0,0.8001,0.2517,0.6923,-0.01006791748983149,-0.0442038426355269
2019-08-05,0.5,0.8001,0.2006,0.6429,-0.027882150450188936,-0.01749776371793388
2019-08-06,0.5,0.8001,0.1345,0.3556,-0.002819406041243089,0.005439331456890351
2019-08-07,0.0,0.8,0.1286,0.6,0.007215208127721251,0.014674054056865504
2019-08-08,0.0,0.8001,0.1515,0.7895,-0.011117092254134042,0.010865693026819168
2019-08-09,0.0,0.8001,0.133,0.5769,0.01759195968677485,0.02706025065918438
2019-08-12,0.0,0.8001,0.1805,0.9821,-0.005187484918793617,0.039690278510437826
2019-08-13,0.0,0.8,0.174,0.931,0.006339462006960561,0.04779387813510927
2019-08-14,0.0,0.8,0.2101,0.9,0.00343484227312274,0.041758225797964066
2019-08-15,0.0,0.8001,0.2294,0.8974,0.004725290518990954,0.04226485245378031
2019-08-16,0.5,0.8,0.2752,0.8372,0.0301055534937662,0.03433281727105464
2019-08-19,0.5,0.8,0.5275,0.9839,0.0025663264714410605,-0.002555205944684391
2019-08-20,0.5,0.8,0.5703,0.9016,0.000542601333719972,0.013140376223487182
2019-08-21,0.5,0.8,0.5949,0.8,0.003922831545375427,0.012935999954931221
2019-08-22,0.5,0.8,0.6585,0.9167,-0.0029210542028985653,0.008266609163596339
2019-08-23,1.0,0.8001,0.6354,0.75,-0.006631710312862138,-0.0027167189685358695
2019-08-26,1.0,0.8001,0.5297,0.7959,0.01834249999999993,0.02793549099317394
2019-08-27,1.0,0.8,0.7721,0.9818,0.00034076635784607845,0.016655378161116063
2019-08-28,1.0,0.8001,0.7919,0.8475,-0.0007050107122177351,0.024373465983234643
2019-08-29,1.0,0.8,0.7832,0.875,-0.01378251201157732,0.03448590949099528
2019-08-30,1.0,0.8001,0.602,0.551,0.023900169609262,0.05405104062206334
2019-09-02,1.0,0.8,0.8266,1.0,0.007167656439942105,0.0507513550524179
2019-09-03,1.0,0.8,0.8475,0.9592,0.007934999421128852,0.0456961128380462
2019-09-04,1.0,0.8,0.8766,1.0,0.009159862268518504,0.031598184455867706
2019-09-05,1.0,0.8001,0.9223,0.975,0.004869723170379148,0.028699413208198576
2019-09-06,1.0,0.8001,0.906,0.8936,0.020694870734528692,0.027847243742011196
2019-09-09,1.0,0.8001,0.9397,1.0,0.002322098611914347,-0.015063164761406012
2019-09-10,1.0,0.8,0.9394,0.9574,-0.005653838924233656,-0.015636901796614477
2019-09-11,1.0,0.8,0.9136,0.6585,0.00632414227877387,0.000970334318339594
2019-09-12,1.0,0.8,0.9113,0.8974,0.004037294100636135,-0.0042113526338373175
2019-09-16,1.0,0.8,0.9066,0.9714,-0.021916941601618944,-0.016114695594860118
2019-09-17,1.0,0.8001,0.6741,0.7778,0.0017382344608267708,0.008824037770103876
2019-09-18,1.0,0.8,0.6666,0.8649,0.011121821913848029,-0.010452957144309827
2019-09-19,1.0,0.8,0.7356,0.9811,0.0011147404624276547,-0.0479600017994769
2019-09-20,0.5,0.8001,0.7246,0.7826,-0.007964650578034638,-0.04018318562258749
2019-09-23,0.5,0.8,0.5437,0.8947,0.002874721098265809,-0.04223346666662042
2019-09-24,0.5,0.8,0.5461,0.8889,-0.01740336221837091,-0.04363653936025591
2019-09-25,0.5,0.8001,0.3413,0.2887,-0.027202976891969932,-0.01725093602561245
2019-09-26,0.5,0.8,0.1827,0.1355,0.00929242766387528,0.022982965135002642
2019-09-27,0.5,0.8001,0.2072,0.7111,-0.01008375418349683,0.01566801368574211
2019-09-30,0.0,0.8002,0.1572,0.1923,0.0014055675129831524,0.041808856171351216
2019-10-08,0.0,0.8,0.1621,0.6364,0.009706001731102143,0.029604605311913668
2019-10-09,0.0,0.8,0.1925,0.7872,0.012623486151182917,0.013540353121084925
2019-10-10,0.0,0.8,0.2581,0.9388,0.002075371898442091,-0.0008427131282657818
2019-10-11,0.0,0.8,0.3115,0.875,0.01539429997115671,-0.014740800008779753
2019-10-14,0.5,0.8001,0.4526,0.9455,-0.010325379757785469,-0.03371307745615748
2019-10-15,0.5,0.8001,0.3927,0.5082,-0.006047785467128031,-0.01256386136700316
2019-10-16,0.5,0.8,0.3545,0.4872,-0.0017465689158016051,-0.011481936336253717
2019-10-17,0.5,0.8,0.3488,0.7407,-0.011863304987027923,-0.010486358144577212
2019-10-18,0.5,0.8001,0.2574,0.5,-0.004158262824207504,0.0077671714124714075
2019-10-21,0.0,0.8001,0.2489,0.3947,0.01133572515125314,0.030625183424796587
2019-10-22,0.0,0.8001,0.3299,0.8,-0.004958720829732033,0.004433256641028116
2019-10-23,0.0,0.8,0.3082,0.7273,-0.0007411858254106063,-0.0023869499657239723
2019-10-24,0.0,0.8,0.3199,0.6216,0.006364824071408037,-0.012826973847419931
2019-10-25,0.5,0.8001,0.4043,0.8056,0.01842925841726628,-0.009402834884336242
2019-10-28,1.0,0.8001,0.6139,0.9195,-0.014365986482599902,-0.02415932574503632
2019-10-29,1.0,0.8001,0.4422,0.3176,-0.01171515492957742,-0.008109707286041545
2019-10-30,1.0,0.8001,0.3218,0.3077,-0.011198432634300426,-0.004380649382756285
2019-10-31,0.5,0.8001,0.2596,0.2656,0.009855532299741565,0.013768882328262455
2019-11-01,0.5,0.8001,0.3234,0.8947,0.0032581650875682655,0.0025842411589354075
2019-11-04,0.0,0.8,0.3543,0.75,0.0018447026949541812,-0.025821247633718403
2019-11-05,0.0,0.8003,0.3589,0.625,-0.007999651875178926,-0.02447909450110064
2019-11-06,0.0,0.8003,0.3029,0.625,0.00682681505868854,-0.019943061953899832
2019-11-07,0.0,0.8,0.3381,0.9167,-0.001285933924485061,-0.020639787336857562
2019-11-08,0.0,0.8002,0.3291,0.7097,-0.02516641750071491,-0.03136316428281105
2019-11-11,0.0,0.8001,0.1972,0.1519,0.003224971975979374,0.0011319221735541785
2019-11-12,0.0,0.8,0.2108,0.8571,-0.0033869922790963347,0.01509664334040628
2019-11-13,0.0,0.8,0.2102,0.6585,0.006111058890794663,0.012361798719229267
2019-11-14,0.0,0.8001,0.2462,0.9302,-0.012221223364752953,0.005739732376201845
2019-11-15,0.0,0.8002,0.2058,0.2063,0.0075365526691406615,0.009967054826093502
2019-11-18,0.0,0.8001,0.2322,0.8421,0.017218888952326594,-0.0001828810818014226
2019-11-19,0.0,0.8,0.325,1.0,-0.006072038812785396,-0.01842591470766497
2019-11-20,0.0,0.8001,0.295,0.8667,-0.00047012007986324544,-0.013359364885506486
2019-11-21,0.5,0.8001,0.2966,0.7826,-0.008069394354148884,-0.015525497787188924
2019-11-22,0.5,0.8001,0.2495,0.6207,-0.002588957252778634,-0.006060887099728407
2019-11-25,0.5,0.8001,0.2781,0.6667,-0.001341663817663763,-0.0018109985930672146
2019-11-26,0.5,0.8001,0.2889,0.6053,-0.0009417225071225444,0.00571542930247082
2019-11-27,0.0,0.8,0.2752,0.7391,-0.0026645508402164397,0.008748831321576
2019-11-28,0.0,0.8001,0.2618,0.7222,0.0014668983485193188,0.02160450766142752
2019-11-29,0.0,0.8001,0.2771,0.7308,0.001675776544264096,0.026642271135506768
2019-12-02,0.0,0.8001,0.2962,0.7407,0.006188302901023901,0.028770939782506
2019-12-03,0.0,0.8002,0.3819,0.9394,0.0020716004546745825,0.028118590954383516
2019-12-04,0.0,0.8002,0.4269,0.9062,0.010045671306818216,0.02374656001000819
2019-12-05,0.5,0.8001,0.5852,0.9167,0.006405358704913322,0.01159439504758053
2019-12-06,0.5,0.8001,0.6786,0.9512,0.0037526789667896576,0.016628625480880732
2019-12-09,1.0,0.8001,0.71,0.75,0.00555027383654938,0.029699398728641357
2019-12-10,1.0,0.8001,0.72,0.9737,-0.002189666761202358,0.036985895994823714
2019-12-11,1.0,0.8001,0.697,0.7838,-0.0019438601815089385,0.04238670994780014
2019-12-12,1.0,0.8,0.6204,0.8158,0.011413765740215576,0.05105555555448782
2019-12-13,1.0,0.8,0.7645,0.8684,0.016657906436064573,0.03071121123219589
2019-12-16,1.0,0.8001,0.877,1.0,0.012665883819779067,-0.00618912021893947
2019-12-17,1.0,0.8001,0.9349,1.0,0.0030071136299234524,-0.0028802702003637437
2019-12-18,1.0,0.8,0.9347,0.9565,0.0063563171905975935,-0.002625623076480177
2019-12-19,1.0,0.8001,0.9395,0.9245,-0.008163267836919674,6.069839682654177e-06
2019-12-20,1.0,0.8001,0.9077,0.6712,-0.01973930484007913,0.002267401075058517
2019-12-23,1.0,0.8001,0.6405,0.3077,0.016037510752688222,0.028301462628344654
